Time,H3LIS_X,H3LIS_Y,H3LIS_Z,MPU6050_Accel_X,MPU6050_Accel_Y,MPU6050_Accel_Z,MPU6050_Gyro_X,MPU6050_Gyro_Y,MPU6050_Gyro_Z,Pressure,Altitude,Temperature,Vertical_Speed,GPS_Latitude,GPS_Longitude,GPS_Speed,GPS_Course,Phase
0.0003962516784667969,0.6534574627876282,-4.405490875244141,6.62906551361084,0.811634361743927,0.18914192914962769,8.475473403930664,-0.029710566624999046,-0.0011990811908617616,0.0173200611025095,1013.5830078125,-2.7719969749450684,27.354036331176758,-6831.138671875,0.0,0.0,0.0,0.0,0.0
0.565495491027832,2.0899784564971924,0.38291266560554504,2.7983429431915283,0.7038952708244324,0.19871874153614044,8.497021675109863,-0.031042879447340965,-0.0014655436389148235,0.01745329238474369,1013.537109375,-2.3898260593414307,27.358661651611328,0.676292896270752,0.0,0.0,0.0,0.0,0.0
0.6117832660675049,-0.3042232096195221,0.38291266560554504,15.248191833496094,0.7876923680305481,0.21787235140800476,8.528146743774414,-0.030909648165106773,-0.003064318560063839,0.015188361518085003,1013.6282348632812,-3.1487534046173096,27.377164840698242,-16.39601707458496,0.0,0.0,0.0,0.0,0.0
0.686819314956665,-0.3042232096195221,1.8194336891174316,13.332830429077148,0.7781155109405518,0.22505494952201843,8.382100105285645,-0.02851148508489132,-0.0021316998172551394,0.011591117829084396,1013.55908203125,-2.572765827178955,27.386417388916016,7.676095962524414,0.0,0.0,0.0,0.0,0.0
0.7547290325164795,0.17461711168289185,-3.926650285720825,10.938628196716309,0.7852981686592102,0.1412578970193863,8.44434928894043,-0.027712097391486168,-0.004663093481212854,0.013856048695743084,1013.60498046875,-2.9549527168273926,27.381792068481445,-5.62785005569458,0.0,0.0,0.0,0.0,0.0
0.8043084144592285,2.5688188076019287,0.38291266560554504,11.896308898925781,0.8020575642585754,0.22266075015068054,8.49941635131836,-0.02851148508489132,-0.003597243456169963,0.01745329238474369,1013.5357666015625,-2.378931999206543,27.395668029785156,11.618207931518555,53.5128059387207,-2.216651678085327,0.10999999940395355,107.20999908447266,0.0
0.8799862861633301,-3.177265167236328,-3.447809934616089,8.06558609008789,0.727837324142456,0.17956513166427612,8.487444877624512,-0.029577335342764854,-0.0011990811908617616,0.01598774828016758,1013.5587158203125,-2.5700345039367676,27.386417388916016,-2.5252089500427246,0.0,0.0,0.0,0.0,0.0
0.9235148429870605,-0.3042232096195221,0.38291266560554504,6.62906551361084,0.7924807667732239,0.19393032789230347,8.520963668823242,-0.030509954318404198,-0.004929556045681238,0.014522205106914043,1013.661865234375,-3.428593158721924,27.395668029785156,-19.723604202270508,0.0,0.0,0.0,0.0,0.0
0.956946849822998,-3.177265167236328,-1.532448649406433,3.756023645401001,0.833182156085968,0.22266075015068054,8.42280101776123,-0.027712097391486168,0.0002664624771568924,0.018519142642617226,1013.6382446289062,-3.232037305831909,27.40492057800293,5.8791890144348145,0.0,0.0,0.0,0.0,0.0
0.9903738498687744,1.1322977542877197,-0.09592767804861069,8.06558609008789,0.8188169598579407,0.2106897532939911,8.453926086425781,-0.029577335342764854,-0.0038637060206383467,0.01665390469133854,1013.5580444335938,-2.5645487308502197,27.4095458984375,19.968835830688477,0.0,0.0,0.0,0.0,0.0
