Time,H3LIS_X,H3LIS_Y,H3LIS_Z,MPU6050_Accel_X,MPU6050_Accel_Y,MPU6050_Accel_Z,MPU6050_Gyro_X,MPU6050_Gyro_Y,MPU6050_Gyro_Z,Pressure,Altitude,Temperature,Vertical_Speed,GPS_Latitude,GPS_Longitude,GPS_Speed,GPS_Course,Phase,CPU_Temp,CPU_Usage,Memory_Usage,Disk_Usage
0.0005209445953369141,2.0899784564971924,-6.799692153930664,8.06558609008789,0.8164227604866028,0.24181437492370605,8.346186637878418,-0.02651301771402359,-0.004396630916744471,0.01665390469133854,1012.9615478515625,2.4016599655151367,22.990386962890625,4497.00537109375,0.0,0.0,0.0,0.0,0.0,41.85599899291992,21.0,37.70000076293945,19.899999618530273
0.03397536277770996,-2.698424816131592,2.7771143913269043,9.502107620239258,0.811634361743927,0.17956513166427612,8.362946510314941,-0.025980092585086823,-0.003464012173935771,0.017719754949212074,1012.9276733398438,2.6836817264556885,22.990386962890625,8.430152893066406,0.0,0.0,0.0,0.0,0.0,41.85599899291992,18.200000762939453,37.70000076293945,19.899999618530273
0.06743526458740234,0.17461711168289185,-0.09592767804861069,12.375149726867676,0.8355763554573059,0.20111294090747833,8.374917030334473,-0.027712097391486168,-0.0054624807089567184,0.016920367255806923,1012.905029296875,2.8722803592681885,23.013532638549805,5.636597156524658,0.0,0.0,0.0,0.0,0.0,41.85599899291992,25.0,37.79999923706055,19.899999618530273
0.10087323188781738,-0.3042232096195221,-0.5747680068016052,7.107905864715576,0.8403647541999817,0.14844051003456116,8.441954612731934,-0.02851148508489132,-0.00559571199119091,0.014122511260211468,1012.8483276367188,3.344642162322998,23.022790908813477,14.126709938049316,0.0,0.0,0.0,0.0,0.0,41.31800079345703,25.0,37.79999923706055,19.899999618530273
0.1343221664428711,1.1322977542877197,-0.5747680068016052,8.544426918029785,0.8547300100326538,0.2801215946674347,8.35576343536377,-0.027712097391486168,-0.004130168352276087,0.013323124498128891,1012.8711547851562,3.154425621032715,23.02741813659668,-5.686609745025635,0.0,0.0,0.0,0.0,0.0,41.85599899291992,53.79999923706055,37.0,19.899999618530273
0.16778802871704102,-4.613786220550537,-5.363171100616455,5.192544460296631,0.7422025203704834,0.19632454216480255,8.31985092163086,-0.0271791722625494,-0.0054624807089567184,0.013856048695743084,1012.8370971679688,3.438187837600708,23.03667640686035,8.478973388671875,0.0,0.0,0.0,0.0,0.0,41.85599899291992,33.29999923706055,36.70000076293945,19.899999618530273
0.2012331485748291,-1.2619038820266724,0.861752986907959,9.980947494506836,0.849941611289978,0.2346317619085312,8.38688850402832,-0.025447167456150055,-0.007327718194574118,0.017586523666977882,1012.8485107421875,3.3430821895599365,23.05056381225586,-2.8437325954437256,0.0,0.0,0.0,0.0,0.0,41.85599899291992,31.299999237060547,36.70000076293945,19.899999618530273
0.2347097396850586,-1.2619038820266724,-0.09592767804861069,6.62906551361084,0.8283937573432922,0.22505494952201843,8.365340232849121,-0.026646248996257782,-0.006395099684596062,0.017852986231446266,1012.7802734375,3.911411762237549,23.045934677124023,16.977766036987305,0.0,0.0,0.0,0.0,0.0,41.85599899291992,15.399999618530273,36.70000076293945,19.899999618530273
0.2681717872619629,-0.3042232096195221,0.861752986907959,10.938628196716309,0.8283937573432922,0.19632454216480255,8.434772491455078,-0.028245022520422935,-0.00626186840236187,0.013856048695743084,1012.9168701171875,2.774003505706787,23.055192947387695,-33.990509033203125,0.0,0.0,0.0,0.0,0.0,41.85599899291992,23.100000381469727,36.79999923706055,19.899999618530273
0.3016228675842285,-0.783063530921936,2.298274040222168,15.248191833496094,0.8020575642585754,0.22744916379451752,8.370128631591797,-0.02438131719827652,-0.0045298621989786625,0.01945176161825657,1012.9509887695312,2.4894697666168213,23.05056381225586,-8.506205558776855,0.0,0.0,0.0,0.0,0.0,41.85599899291992,27.299999237060547,36.79999923706055,19.899999618530273
